product_id,digikala_id,comment_id,rating,title,body,created_at,recommendation_status,likes,dislikes
P004,10345443,51840512,5,بسیار باکیفیت,"ممنون از فروشنده محترم 
کالا با بسته بندی مناسب ارسال شده بود و کیفیت مداد بسیار خوب و روان هست
فقط یه موضوع نمیدونم چرا مداده بوی خیلی بدی میده 🤔",29 تیر 1402,,,
P005,414147,80329207,5,,خیلی گوگوله برا بچه ها جذابه,29 آبان 1404,,,
P005,414147,78390514,,,من خریدم بعد دوماه از قسمت گردن پاره شد ، همینطوری افتاده یه گوشه حیف یه تومن پول شد,6 مهر 1404,,,
P005,414147,77377662,5,,خوبه بد نیس ولی طود پاره میشه بعد از دوماه با یه پرش کودکم پاره شد ....,6 شهریور 1404,,,
P005,414147,77023126,5,,عالی,29 مرداد 1404,,,
P005,414147,76139236,1,,سلام بد نبود ولی زود می ترکه بچه هم وقتی میخواد بشینه صندلی کوچیکه,30 تیر 1404,,,
P005,414147,76098762,5,,خوبه بچه ها خوششون میاد به عنوان مبل براشون جذابه,28 تیر 1404,,,
P005,414147,76056242,5,,خوب و عالی,26 تیر 1404,,,
P005,414147,74087535,4,,فقط برای استفاده کودک مناسب است.,10 اردیبهشت 1404,,,
P005,414147,73562844,1,,قیمتش خوب بود جنسش هم به نسبت بقیه مارکا این مدلی بهتر بود ولی من چند بار به اصرار بچم چون خیلی دوست داره از همین رنگ و طرح و شکل خریدم خیلی سریع از قسمت اتصال دسته به پایین کامل جدا میشه و قاببل تعمیرر هم نیست,24 فروردین 1404,,,
P005,414147,73453812,1,,خیلی کیفیت پایینی داره و خیلی سریع کمتر از یک هفته کاملا خراب شد از قسمت اتصال دسته به نشیمن از اونجا میترکه چندبار به خاطر اصرار بچم خریدم ولی هر بار همین اتفاق افتاده,21 فروردین 1404,,,
P005,414147,72786290,5,,خوب بود,27 اسفند 1403,,,
P005,414147,72088189,3,هنوز نخریدم,بنظر من خوبه,11 اسفند 1403,,,
P005,414147,71788313,5,,در مجموع خوب میباشد,4 اسفند 1403,,,
P005,414147,71355539,4,,خیلی عالیه,23 بهمن 1403,,,
P005,414147,70999116,1,,یه سوراخ بزرگ روش بود و حال گیری شد با اینکه اکانت دی جی پلاس داشتم بازم قبول نکردن --  نخرید,14 بهمن 1403,,,
P005,414147,70999044,1,,تا باز کردم سوراخ بود ومتأسفانه دی جی کالا هم قبول نکرد !,14 بهمن 1403,,,
P005,414147,70005734,5,,"عالیه خیلی قشنگه
پسرم عاشقش شد",18 دی 1403,,,
P005,414147,68716942,3,,خوب,18 آذر 1403,,,
P005,414147,68075928,5,,خوب,6 آذر 1403,,,
P005,414147,67675493,5,,بسیار عالی,26 آبان 1403,,,
P005,414147,67067363,3,,فورا سوراخ میشن,9 آبان 1403,,,
P005,414147,66269712,5,,"برای پسر چهار سالم گرفتم که موقع تماشای تلویزیون استفاده کنه 
به خاطر انعطافی که قسمت سری داره کاملا از سر و گردنش حمایت میکنه و گردن خسته نمیشه
برای کودکان زیر دو سال مناسب بنظر نمیرسه و انگار بچه رو رو به جلو ها میده",14 مهر 1403,,,
P005,414147,65997475,1,,کج بود اصلا نمیشد بچه استفاده کرد,6 مهر 1403,,,
P005,414147,65855395,5,,زود خراب شد,1 مهر 1403,,,
P005,414147,63377702,5,,عالی,15 تیر 1403,,,
P005,414147,62628764,5,جنس,جنس برا بچه سبک عالیه,18 خرداد 1403,,,
P005,414147,61734497,5,خرید,واقعا جنس و کیفیت عالی داشت و برای بچه ها جذابه,22 اردیبهشت 1403,,,
P005,414147,61542055,4,یه کادوی خوب,روز تولد برای داداش کوچیکم خوردیم عالی بود,16 اردیبهشت 1403,,,
P005,414147,59784984,5,,قیمت مناسب,20 اسفند 1402,,,
P005,414147,58556348,5,,جنسش خوب بود و ارزش خرید داشت,17 بهمن 1402,,,
P005,414147,57475732,5,,عالی,17 دی 1402,,,
P005,414147,57030340,2,اشغال,مزخرف یود ۷۰۰ تومن پول این اشغال دادیم,5 دی 1402,,,
P005,414147,54340031,5,مبل بادی,خیلی زود از قسمت سر کنده شد و دیگه درست نشد چسب مخصوص هم گرفتیم فایده نداشت,14 مهر 1402,,,
P005,414147,53849151,3,,"خوب بود
الان بازاومدم بگیرم،خیلی قیمتش رفته بالاتر،بااین حال ازبیرون دویست تومان ارزونتره",28 شهریور 1402,,,
P005,414147,53406782,5,,خوب بود فقط اندازش تا 3، 4 سال میتونید استفاده کنید,15 شهریور 1402,,,
P005,414147,52319526,4,,خیلی خوب بود ممنون از دیجی کالا,13 مرداد 1402,,,
P005,414147,51880916,3,صندلی بادی,من قبلا هم‌این رو خریده بودم، متاسفانه زود درز هاش باز میشه و خراب میشه...ولی چون‌پسرم دوست داشت دوباره خریدم,30 تیر 1402,,,
P005,414147,51800756,3,,خیلی خوب بود فقط بع علت کوچک بودن سایز مرجوع کردنم,28 تیر 1402,,,
P005,414147,51153070,5,,قابل قبول,11 تیر 1402,,,
P005,414147,50511202,5,,جنسش عالی بود,26 خرداد 1402,,,
P005,414147,50336617,5,,عالی,22 خرداد 1402,,,
P005,414147,49794843,5,,جنس محکم و خوبی داره. آلیس قشنگه,10 خرداد 1402,,,
P005,414147,49294713,5,,خیلی عالیه واقعا واسه بچه ها یه سرگرمیه,26 اردیبهشت 1402,,,
P005,414147,47979548,4,,خوب بود,20 فروردین 1402,,,
P005,414147,46882569,5,عالی بود,خوب بود,20 اسفند 1401,,,
P005,414147,46515219,3,خوبه,برای خواهرزاده ام گرفتم خوبه,13 اسفند 1401,,,
P005,414147,46295223,1,همه چیزش عالیه جز کله عروسک خیلی میاد جلو بچه نمیتونه بشینه,همه چیزش خوبه جز کله عروسک خیلی میاذ جلو,9 اسفند 1401,,,
P005,414147,46265365,3,جذاب برای کودک,من پارسال برای پسر 4 ساله م خریدم یکم زیاد روش بالا پایین می‌پرید خیلی دوست داره قسمت پشتیش پاره شد ولی کفی سالمه ، چسب تعمیر که داخل گذاشتن زیاد به درد نمیخوره,9 اسفند 1401,,,
P005,414147,44673955,4,,خوبه,1 بهمن 1401,,,
P005,414147,44594653,5,عالی,عالی بود راضی بودم,29 دی 1401,,,
P005,414147,42572448,5,,عالیییییی،پسرم خیلی خوشش اومده,12 آذر 1401,,,
P005,414147,42457024,5,,عالی بهترینها تو دیجی کالا,9 آذر 1401,,,
P005,414147,42100075,4,,جنس خوبی داره…..,29 آبان 1401,,,
P005,414147,42015019,4,,قشنگ و بزرگه و طرح جالبیه برای کودک,27 آبان 1401,,,
P005,414147,41469764,3,,خوب بود بعد از چند روز قسمت پایینش کمی باد کم میکنه,13 آبان 1401,,,
P005,414147,41132186,3,,باکیفیت و مناسب هدیه,6 آبان 1401,,,
P005,414147,40365588,2,,سوراخ و بی کیفیت,18 مهر 1401,,,
P005,414147,38971188,4,صندلی بادی,خوبه. بچه ها خیلی ذوق میکنه اما زود سوراخ میشه و دیگه کیفیت نداره,18 شهریور 1401,,,
P005,414147,38944191,3,,خوبه بد نی ن,17 شهریور 1401,,,
P005,414147,38756547,4,یکم ب نسبت قیمت گرونه,رو هم رفته برای بچهای ۴-۵ ساله چیز مناسبیه,12 شهریور 1401,,,
P005,414147,38661226,5,مبل بادی کودک اینتکس,از خریدم راضیم، مطابق عکس بود،کیفیت بالا و ارسال به موقع ممنون از دیجی کالا,10 شهریور 1401,,,
P005,414147,38361625,4,متوسط,برای وزن 10 تا 12 کیلو پیشنهاد می کنم,2 شهریور 1401,,,
P005,414147,38302736,3,بادی,سلام..خریدش اصلا توصیه نمیشه..سوراخ داره از چند قسمت.. مرجوع میکنم,31 مرداد 1401,,,
P005,414147,38223897,1,من نمونه خرسی سفارش دادم نمونه ابی رنگ و یک مدل دیگه فرستادن,خریدش رو توصیه نمیکنم زود پاره شد,29 مرداد 1401,,,
P005,414147,37715025,4,,خیلی خوبه و دخترم دوست داره اما قیمتش یکم بالاست خب اونم به خاطر مارکشه ولی واقعا دی جی کالا دیگه خیلی هزینه پست رو بالا برده ۴۰ تومن آخه؟ من کرج سفارش دادم همینقد ازم هزینه گرفتین,16 مرداد 1401,,,
P005,414147,37141378,4,خوب,خوب بود ممنونم از فروشنده و دیجی کالا.برا دویست تومان خیلی ایراد نگیرید.,31 تیر 1401,,,
P005,414147,37035922,5,عالی بود,عالی بود جنسش وسایزش,28 تیر 1401,,,
P005,414147,37017966,5,,"بی‌نظیر بود 
جنسش هم عالیه 
سوراخ نمیشه",27 تیر 1401,,,
P005,414147,36595229,5,,عالی,16 تیر 1401,,,
P005,414147,36334738,4,قشنگه,"حتما برای باد کردن به تلمبه نیاز داره
من آبیشو سفارش دادم قشنگه

جنس محکمی داره",8 تیر 1401,,,
P005,414147,35782769,3,کیفیت خوبی داشت,نظری ندارم,23 خرداد 1401,,,
P005,414147,35707952,5,,کیفیتش خوبه ولی همش شیب به جلو داره,20 خرداد 1401,,,
P005,414147,35701543,4,مبل بادی,پیشنهاد میشود,20 خرداد 1401,,,
P005,414147,35548925,5,عالی بزرگ,عالی بزرگ دونفر توش جامیشن  من پسر خالم داشت ۲ نفر توش جامیشدن نمیترکه پاره نمیشه خیلی عالی,15 خرداد 1401,,,
P005,414147,35375337,4,,نسبت به هزینش خوبه برا سرگرمی بچه ها,10 خرداد 1401,,,
P005,414147,35346387,3,,خوب بود جنسش,9 خرداد 1401,,,
P005,414147,34330973,,عالی بود,عالی,10 اردیبهشت 1401,,,
P005,414147,34291317,2,,سوراخ بود ولی متاسفانه دیر فهمیدم,8 اردیبهشت 1401,,,
P005,414147,33295956,3,عالی,عالی,11 فروردین 1401,,,
P005,414147,33069515,1,کیفیت نامناسب مبل بادی,"با سلام 
مبل بادی کودک که خریدیم قسمت سر خرس زرد رنگ از قسمت پرس ناگهان باز شد ، نه چاقو به آن خورده بود نه وسیله نوک تیز ، دخترم که روی مبل نشست ناگهان از قسمت پرس ترکید و کودک بسیار گریه کرد ، لطفا بررسی شود چرا باید کالای نو را تا خریدیم از قسمت پرس پاره شود",3 فروردین 1401,,,
P005,414147,32741331,5,مبل بادی,مبل بادی بسیار عالی خوب,23 اسفند 1400,,,
P005,414147,32061347,3.4,خوب و راحته,خوب و راحته توصیه میکنم,7 اسفند 1400,,,
P005,414147,31698900,4.6,واقعا زیبا و عالی بود,برای خواهرم سفارش دادم و کیفیتش خوب بود مطابق عکسش بود ممنون از دیجی کالا,29 بهمن 1400,,,
P005,414147,31585961,5,,شبیه عکس و نسبتا بزرگ,27 بهمن 1400,,,
P005,414147,31147610,5,,موقع تخفیف عالی بود,19 بهمن 1400,,,
P005,414147,29891043,5,خوب بود,در کل خوب بود ومشلی نداشت,19 دی 1400,,,
P005,414147,29833977,5,,خرید این محصول را توصیه میکنم,18 دی 1400,,,
P005,414147,29312812,3,معمولی,بد نبود نسبتا,3 دی 1400,,,
P005,414147,29231509,1.8,تعریفی ندارد,توصیه نمیکنم,1 دی 1400,,,
P005,414147,29079841,3,,خوب بود معمولی,28 آذر 1400,,,
P005,414147,28900377,3,,قسمت سرش جلوست و سرش زود پاره شد,26 آذر 1400,,,
P005,414147,28834906,4,خوب بود,نسبت به باز خیلی قیمت مناسب و به صرفه تر بود,26 آذر 1400,,,
P005,414147,28592900,5,,از همه لحاظ عالی و مورد تایید. ممنون از دیجی ‌‌کالا بابت ارائه خدمات عالی و باکیفیت و سریع,21 آذر 1400,,,
P005,414147,27818296,3,,"تلمبه برای باد کردن همراهش نیست
جنسش خوبه
کمی به جلو متمایل هست
برای 6 سال مناسبه
برای کودک که روی بادی تعادل نتواند حفظ کند خطرناکه",1 آذر 1400,,,
P005,414147,27418015,5,عالیه,قیمتش متناسب با قیمت بازار بهتره...جنسش هم پلاستیک محکم هست...ولی خب بعد ۶ ماه متاسفانه قسمت سرش پنچر شد...باید مراقب زیاد تر باشه,20 آبان 1400,,,
P005,414147,26975543,3,,خوب هست به قیمت می ارزد,7 آبان 1400,,,
P005,414147,26585418,5,خوبه,من از بازار قیمت گرفتم تقریبا دوبرابر قیمت دیجی کالا بود,25 مهر 1400,,,
P005,414147,26410470,5,خوب بود,من راضی بودم و پیشنهاد به خرید دارم,20 مهر 1400,,,
P005,414147,26257793,4,,تعادل برای بچه نداره,15 مهر 1400,,,
P005,414147,25894833,3,,خیلی مقاوم بود و راضی هستم از خریدش,6 مهر 1400,,,
P005,414147,25381987,4,,خیلی مقاوم بود و راضی هستم از خریدش,25 شهریور 1400,,,
P005,414147,25374876,4,خوبه,بچه ها حتما دوسش دارن,24 شهریور 1400,,,
P005,414147,25365778,4,,کیفیت خوب و ایمن برای کودکان,24 شهریور 1400,,,
P005,414147,25165382,5,,قیمتش نسبت به بازار خیلی مناسب تر بود ممنون از دیجی کالا,19 شهریور 1400,,,
P005,414147,24977963,,مبل بادی,خیلی با کیفیت هست ما دوتا خریدیم,15 شهریور 1400,,,
P005,414147,24862247,5,عالی,پیشنهاد میکنم,13 شهریور 1400,,,
P005,414147,24648784,4,,زبیا بود فقط یه مشکلی که داره اینه‌که دست هاش به بدنش محکم وصل نشدن,8 شهریور 1400,,,
P005,414147,24579288,3,,برای کودک ۴تا۶ ساله کاملأ  مناسب است,6 شهریور 1400,,,
P005,414147,24553590,,مبل بادی,عالی از لحاظ فیمت با بیرون خیلی به صرفه بود,6 شهریور 1400,,,
P005,414147,24412303,3,مبل بادی کودک اینتکس,برای سرگرمی بچه ها خوبه,3 شهریور 1400,,,
P005,414147,24348789,5,محکم,پسرم که اینقدر میبوسش,1 شهریور 1400,,,
P005,414147,24233318,5,مبل بادی کودک اینتکس,یکم شیود داره ولی خوب در کل عاالیه ممنون از دیجی کالا,29 مرداد 1400,,,
P005,414147,24093794,5,عالی چه پرتقالی,به نظر من که خیلی عالی بود,25 مرداد 1400,,,
P005,414147,23919244,5,,برا سیسمونی گرفتم خوب بود,20 مرداد 1400,,,
P005,414147,23884471,4.4,مبل بادی کودک,"به جلو خم شدنش باعث میشه ۳ سال به پایین نتونه روش خوب بشینه ( در عکس ها مشاهده میکنید)
و یک چسب پنچری کوچک هم همراهش بود",19 مرداد 1400,,,
P005,414147,23860106,,صندلی کودک,زمان باد کردن بسختی باد میشه ولی عالیه,19 مرداد 1400,,,
P005,414147,23773280,,زیبایی,قشنگ و دوست داشتنی برای بچه ها,16 مرداد 1400,,,
P005,414147,23715452,,با کیفیت,"کیفیت خیلی خوبه. کلا اینتکس کیفیتش مناسبه
سایزش برای دو سه ساله به بالا مناسبه و برای بچه کوچکتر بلنده
با این وضع بازار راجع به قیمتش نمیدونم چی باید گفت ولی بنظرم به قیمتش میرزه",15 مرداد 1400,,,
P005,414147,23466816,5,مبل بادی,در کل خیلی کاربردیه,7 مرداد 1400,,,
P005,414147,23439401,4,,طراحی و جنس خوبی داره ، برای بچه ها تا چهار یا پنج سالگی اندازه مناسبی داره، من راضی ام اما خیلی خوب میشد اگه یه تلمبه هم برای باد کردن کنارش بود,6 مرداد 1400,,,
P005,414147,23263265,5,,عالی بود عالی,1 مرداد 1400,,,
P005,414147,23209597,5,مبل بادی,برای تولد داداشم گرفتم عاشقش شده,30 تیر 1400,,,
P005,414147,23209315,,نظری ندارم,فقط بعضی از کالا ها گران قیمت هستند,30 تیر 1400,,,
P005,414147,23162268,4,صندلی,با سلام خوبه ولی انتظار میره تخفیف ها توی این گرونی بیشتر بشن نه کمتر,29 تیر 1400,,,
P005,414147,23139795,4,باحاله، بخرید به نظر من,سلام. جنسش کلفت و ضخمیه و با ناخن و اینجور چیزها پاره نمیشه. من بردم آپاراتی 2 تومن دادم بادش کردم. 3 تا ورودی داره که قسمتهای مختلفش باد میشه. تا بچه ی 5 یا 6 ساله می تونه ازش استفاده کنه. مطمعنا برای بازی و یا دیدن کارتون به کار میاد و خیلی کاربردی تر نیست. ولی سبکه و بچه ها می تونن حملش کنند و خوشحال میشند با این.,28 تیر 1400,,,
P005,414147,23097848,3,,برای بچه بسیار جذابه هرچند ارگونومی درست حسابی نداره و ایست خوبی نداره,27 تیر 1400,,,
P005,414147,23083268,3,راحت,از جای دیگه تهیه کردم ولی خیلی راحت و خوبه,27 تیر 1400,,,
P005,414147,23005945,2,توصیه نمیشوذ,اولا سر خرسی تو کمر و سر بچه هست دوما شیب نامتعارف روبه جلو سوما پرس را دقت کنید که محکم باشه برای ما از ناحیه پرس جدا شد,25 تیر 1400,,,
P005,414147,22956373,5,,من این مدل رو از بازار هم قیمت کردم خیلی گرونتر از دیجی کالا بود از دیجی کالا سفارش دادم خیلیم راضیم,23 تیر 1400,,,
P005,414147,22950785,2.6,,برای دختر 6 سالم گرفتم اولش خیلی خوشش اومد، سایزش هم خوب بود ولی بعد از 1هفته از محل اتصال سر به بدنه پاره شد,23 تیر 1400,,,
P005,414147,22890120,2,,خریدم،سوراخ بود،مرجوع کردم,21 تیر 1400,,,
P005,414147,22647746,,عالیه,خوبه جنس خوبی داره,14 تیر 1400,,,
P005,414147,22642132,4,,خوب بود فقط به سمت جلو یکم شیب داره که بچه های کوچک موقع نشستن اذیت میشین و راحت نیستن,14 تیر 1400,,,
P005,414147,22602850,4.6,م,خوبه واسه بچه ها,12 تیر 1400,,,
P005,414147,22592551,2,,"رنگ زرد سفارش دادم ولی وقتی باد شد زیاد جالب و قشنگ نشد کلا یه جوری بود 
اسب آبی رنگ آبی سفارش داده بودم اون قشنگ تر و بهتر بود من که اینو اصلا نپسندیدم",12 تیر 1400,,,
P005,414147,22567560,4,خوب بود,پیشنهاد میکنم بخریدش,11 تیر 1400,,,
P005,414147,22519263,4,,من زرد سفارش دادم که طرح خرس باشه نارنجی ببری فرستادن,10 تیر 1400,,,
P005,414147,22506005,5,,من برا دختر 2 سالم گرفتم خیلی خوشش اومده طراحی و ارگونومی خوبی داره و پشت گردن و کمر کودک محافظت میکنه,9 تیر 1400,,,
P005,414147,22413026,4,بخرید,خیلی برا بچە خوبە,7 تیر 1400,,,
P005,414147,22402167,,مشکل نشستن بچه,کاش قسمت سر خرسش یخورده گود باشه که تکیه گاه سر بچه موقع نشستن بشه,6 تیر 1400,,,
P005,414147,22396297,5,,نسبت به قیمت بیرون به صرفه تره,6 تیر 1400,,,
P005,414147,22376374,,کیفیت مناسب همراه با قیمت مناسب,خوب بود .برای بار دوم خریدم .البته طرح دیگه.ولی از همه نظر خوب و عالی بود,6 تیر 1400,,,
P005,414147,22336903,3,,خوب بود من برای خواهرزاده ام خریدم که ۳سالشه بنظرم تا ۵سال مناسبه و بسته بندی خوبی داشت و اینکه یه چسب هم همراهش بود,5 تیر 1400,,,
P005,414147,22265400,4,صندلی بادی,"برای بچه ام گرفتم
خیلی خوشش اومد و حسابی سرگرم شد
پیشنهاد میکنم شما هم بخرید و سورپرایزشون کنید

اما مطمئنا عمر بالایی نخواهد داشت",3 تیر 1400,,,
P005,414147,22087540,5,مجتبی,خوب بود و هیچ مشکلی نداشت پیشنهاد می کنم بخرید,29 خرداد 1400,,,
P005,414147,22040005,2,طرح دیگه ارسال کردن,"من این محصول و این طرح رنگ زرد سفارش دادم
ولی فروشنده رنگ آبی و طرح اسب آبی رو فرستادن",27 خرداد 1400,,,
P005,414147,22016457,5,عالی,ممنونم از فروشنده,27 خرداد 1400,,,
P005,414147,21980581,5,خوب بود,جنس پلاستیک خوب و براق بود و محکم واسه بازی بچه ها عالیه,26 خرداد 1400,,,
P005,414147,21879592,5,,عالی جنسش هم خوبه بچه خیلی خوشش اومد,23 خرداد 1400,,,
P005,414147,21651174,4,,جنس خوبی داره پسرم خیلی خوشش اومد,16 خرداد 1400,,,
P005,414147,21588195,2.6,,نسبتا خوبه,14 خرداد 1400,,,
P005,414147,21545238,1,مبل بادی کودک,خیلی زود سوراخ شد و...,13 خرداد 1400,,,
P005,414147,21544084,5,,عالی بود خوب بود,13 خرداد 1400,,,
P005,414147,21362356,4.8,,عالي...تشكر,8 خرداد 1400,,,
P005,414147,21162480,,خوب عالی,مانند تصویر بود,3 خرداد 1400,,,
P005,414147,20973213,5,صندلی بادی,"عالی هستش از نظرقیمت از هم جا ارزان تر هستش.
جنش صندلی محکم وبادوام هستش.
فقط یک مقدارکوچک هستش.",29 اردیبهشت 1400,,,
P005,414147,20919050,4,صتدلی بادی اینتکس,یکم مقاومتش پایینه‌. مواظب باشید زود سوراخ نشه,28 اردیبهشت 1400,,,
P005,414147,20882756,,,ممنون از طراحی زیبای این مبل بادی رنگش خیلی جذابه من ازش راضیم,27 اردیبهشت 1400,,,
P005,414147,20863821,4,,قسمتی که برای باد کردن هستش سوراخ نشده بود خودمون خواستیم انجم بدیم پاره شد قابل تعمیر نیست هر چسبی زدیم بازم بادش خالی میشه بچم خیلی غصه خورد,26 اردیبهشت 1400,,,
P005,414147,20797640,5,مبل بادی کودک,دستم افتاد تا با پمپ بادش کردم ولی دل پسرم شاد شد و خیلی دوسش داره، دستشو میگیره اینور اونور میبرش ، جنسش محکمه و خوبه ،رنگ قشنگی هم داره، ممنون,25 اردیبهشت 1400,,,
P005,414147,20640283,4,رضایت از کالا,کیفیت و جنسش عالی هس دقیقا مث عکس بود,21 اردیبهشت 1400,,,
P005,414147,20589074,4,زیباست,جنس خوبی داره و بچه دوستش داره,19 اردیبهشت 1400,,,
P005,414147,20552964,3,جنس خوب,زیبا و با کیفیت,19 اردیبهشت 1400,,,
P005,414147,20545988,4,ارزش خرید داره,بچه ها میپسندن. کاربردیه,18 اردیبهشت 1400,,,
P005,414147,20430591,5,عالیییی,"واقعا عالی بود 
اما یکم کوچیکه 
ولی باز هم خوبه 
ممنونم از دیجی کالا",16 اردیبهشت 1400,,,
P005,414147,20142431,3,,خوب است,9 اردیبهشت 1400,,,
P005,414147,19800637,4,,واسه کادو گرفتم خوبه,2 اردیبهشت 1400,,,
P005,414147,19690950,5,,راضی‌ام خوبه,30 فروردین 1400,,,
P005,414147,19681734,4,خیلی خوبه,دخترم خییلی دوسش داره مرسی واقعا,30 فروردین 1400,,,
P005,414147,19482366,3,مبل بادی,خوبه چند سری خریدم چون دخترم دوست داره ولی همیشه زود سوراخ میشه و درزش باز میشه,25 فروردین 1400,,,
P005,414147,19204711,,ازش راضیم,ازش راضی هستم,19 فروردین 1400,,,
P005,414147,19174886,,مبل بادی اینتکس,"خوش رنگ و زیبا بود متاسفانه خیلی هم دیر رسید
و خیلی هم زودد پوکید قسمت بالایی مبل بادی شاید نشه باهاش  دیگه بازی کرد",18 فروردین 1400,,,
P005,414147,19120013,4,,سوراخ بود در قسمت گردن و دسته ها,16 فروردین 1400,,,
P005,414147,18970153,4,,کیفیت خوبی داره,11 فروردین 1400,,,
P005,414147,18863763,4.2,عالی بود,عالی و راحت بود,7 فروردین 1400,,,
P005,414147,18791533,3,نظر,بد نیست,4 فروردین 1400,,,
P005,414147,18695352,,انتقاد,مدل اسب آبی رو به جای خرس برام آوردن,1 فروردین 1400,,,
P005,414147,18549266,4.6,,بسیار عالی از کیفیت و قیمت راضی هستم‌,26 اسفند 1399,,,
P005,414147,18485952,3,,عالی هست اما سر خرس خیلی جلو هست و بچه ازیت میشه وقت نشستن,24 اسفند 1399,,,
P005,414147,18450675,,خوب بود,از نظر جنس خوب بود,23 اسفند 1399,,,
P005,414147,18422004,3,,قشنگه. ولی سر خرس یکم جلوعه. بچه اذیته واسه نشستن.,23 اسفند 1399,,,
P005,414147,18241976,5,مبل بادی,عالیییه حتی یه چسب پنچری قوی هم همراهشه,19 اسفند 1399,,,
P005,414147,18101394,5,سلام,ممنون از دیجی کالا,16 اسفند 1399,,,
P005,414147,17972915,,صندلی بادی,جنسش خوبه ولی شیب به سمت پایین داره که بچه نمیتونه روش بشینه و سر میخوره,13 اسفند 1399,,,
P005,414147,17826839,3.8,کیفیت خوبی دارد,جنسش ضخیم و خوب است و پسرم ازش خوشش میاد,10 اسفند 1399,,,
P005,414147,17786293,3,,"بعد سه ساعت که بچه ها روش نشستن ترکید
برای هدیه خریده بودم و لی پیشنهاد نمیکنم",9 اسفند 1399,,,
P005,414147,17550752,4.6,,عالیه و از مدلهای دیگه موجود در سایت با کیفیت مشابه خوش قیمت تر هم هست حتما توصیه میکنم,3 اسفند 1399,,,
P005,414147,17525988,,پیشنهاد میکنم,برای دخترم خریدم خیلی دوست داشت و عین عکسش بود.,3 اسفند 1399,,,
P005,414147,17431179,0.6,صندلی بادی,حوب بود ولی من خرس آبی سفارش دادم اسب آبی آوردن ولی خیلی زود سوراخ میشه باید مواظب بود چون نازکه,30 بهمن 1399,,,
P005,414147,17382252,3,,از جای درزش زود باز شد و هیچ راهی هم واسه ترمیمش نیست,29 بهمن 1399,,,
P005,414147,17141010,4,راضیم,خیللی خوش رنگه زردش,23 بهمن 1399,,,
P005,414147,17117261,5,خوبه,عالیه ولی شکلش ترسناکه,22 بهمن 1399,,,
P005,414147,16853136,4,عالی بود,اما واقعا ارزش خرید داشت ممنونم بابت اینکه با کیفیت بود,16 بهمن 1399,,,
P005,414147,16738913,,خيلي بجه ها خوششون مياد,به كادو عالي,13 بهمن 1399,,,
P005,414147,16697710,,وسایل بادی ضعف طراحی دارن,از قسمت کردن بسیار آسیب پذیره و امکان پارگی داره. و پارگیش هم هیچ جور تعمیر نمیشه,12 بهمن 1399,,,
P005,414147,16690343,3.6,,خوبه .,12 بهمن 1399,,,
P005,414147,16580366,,انتقاد,با سلام. من اینو گرفتم واسه بچه 2 ساله ولی یه بدی که داری یه جورایی سراشیبی هست بچه نمیتونه قشنگ بشینه و تکیه بده,9 بهمن 1399,,,
P005,414147,16378959,1,من رنگ زرد سفارش دادم  حتی یک بارم لغو زدم فقط برا رنگش,رنگ آبی رنگ انتخابی من نبود,4 بهمن 1399,,,
P005,414147,16318127,3,,"رنگ ابی رو خریدم 
قسمت سرش بیش از حد جلو بود و مانع تکیه دادن کودک میشد 
اصلا توصیه نمیکم
ولی زردش خوبه",2 بهمن 1399,,,
P005,414147,16285023,5,,پسر من خیلی خوشش اومد خوبه,1 بهمن 1399,,,
P006,20601711,80070639,,,"Red dead redemption 2 
رو به خوبی اجرا کرد ، راضی بودم.",22 آبان 1404,,,
P006,20601711,79656993,5,,خوب بودد,14 آبان 1404,,,
P006,20601711,79588230,,,مشتی با این لپتاب میشه ردد جدید درست کرد,12 آبان 1404,,,
P006,20601711,79051642,,,بازی ردد 2 رو بالا می آره,25 مهر 1404,,,
P007,20481188,80379090,,,من 4 تا خریدم همش عالی بود برام 5 تا دیگه بفرستید,30 آبان 1404,,,
P007,20481188,80351740,5,,فکر نمیکردم خرید از دیجی کالا اونم گوشی ۲۴۰ میلیونی خرید safe  ای باشه ولی واقعا به پیشنهاد دوستم از دیجی کالا خریدم و بسیار راضیم,29 آبان 1404,,,
P007,20481188,80350389,,,ای بختت جوان ایران که حتی یه گوشی هم برات شده حسرت و آرزو...,29 آبان 1404,,,
P007,20481188,80334050,5,,کیفیت مناسبی داشت. ۲۰ روز منتظر موندم تا خود دیجی کالا به عنوان تامین کننده موجود کنه و از خریدم راضی هستم.,29 آبان 1404,,,
